"","AC","cve_Entidad","Entidad","cvd_Municipio","Municipio","cve_AGEB","cve_Manzana","Terrenos_totales","Superficie_total","Terrenos_con_actividad_forestal","Terrenos_con_actividad_pecuaria","Terrenos_con_actividad_agricola","Superfice_carto_agricola","Superficie_sembrada","Terreno_promedio_ha_total","Terreno_promedio_aricola","Porcentaje_terrenos_forestal","Porcentaje_terrenos_pecuario","Porcentaje_terrenos_agricola","Porcentaje_ocupado"
"269","07004006-9009","07","Chiapas","004","Altamirano","006-9","009","67",1944.4003,0,0,9,67,1944.4003,19368287.4985,29.0209,0,0,1,1
"270","07004006-9010","07","Chiapas","004","Altamirano","006-9","010","46",388.4514,0,0,30,23,187.4776,11607569.35122,25.3337869565217,0,0,0.5,0.5
"271","07004006-9012","07","Chiapas","004","Altamirano","006-9","012","59",167.0408,0,0,12,59,167.0408,1663804.6793,2.8312,0,0,1,1
"272","07004006-9013","07","Chiapas","004","Altamirano","006-9","013","2",631.3339,0,0,0,0,0,0,0,0,0,0,0
"273","07004006-9014","07","Chiapas","004","Altamirano","006-9","014","1",421.0439,0,0,0,0,0,0,0,0,0,0,0
"274","07004006-9016","07","Chiapas","004","Altamirano","006-9","016","24",790.68,0,0,16,2,65.89,7875005.16079,32.945,0,0,0.0833333333333333,0.0833333333333333
"275","07004006-9018","07","Chiapas","004","Altamirano","006-9","018","76",134.1248,0,0,18,76,134.1248,1915592.03805,1.7648,0,0,1,1
"276","07004006-9019","07","Chiapas","004","Altamirano","006-9","019","176",379.632,0,0,19,176,379.632,3782882.24899,2.157,0,0,1,1
"277","07004006-9021","07","Chiapas","004","Altamirano","006-9","021","1",17.3629,0,0,0,0,0,0,0,0,0,0,0
"278","07004007-3001","07","Chiapas","004","Altamirano","007-3","001","76",4942.2249,0,1,3,69,4553.5778,147766341.561,195.087825,0,0.0131578947368421,0.907894736842105,0.921052631578947
"279","07004007-3003","07","Chiapas","004","Altamirano","007-3","003","8",2076.1965,0,6,0,0,0,0,0,0,0.75,0,0.75
"280","07004007-3005","07","Chiapas","004","Altamirano","007-3","005","37",778.2839,0,37,0,0,0,0,0,0,1,0,1
"281","07004007-3006","07","Chiapas","004","Altamirano","007-3","006","56",851.1842,0,0,6,54,842.7726,8481808.06975,15.1997178571429,0,0,0.964285714285714,0.964285714285714
"282","07004007-3007","07","Chiapas","004","Altamirano","007-3","007","16",1043.2557,0,0,7,15,956.884,10394876.4832,65.20348125,0,0,0.9375,0.9375
